{77}aibisen 艾比森
{14806}anpiaomian 按票面
{14805}anpiaomianfaxing 按票面发行
{14850}anqijiaomu 安琪酵母
{14804}anqizhifu 按期支付
{14849}anquanbianji 安全边际
{4171}anquandu 安全度
{14848}anquanfudu 安全幅度
{2244}anquanguanli 安全管理
{5309}anquanhuishou 安全回收
{5172}anquanjibie 安全级别
{14847}anquantouziyuanze 安全投资原则
{5151}anquanxing 安全性
{5195}anquanyaoshi 安全钥匙
{12512}anquanyunzuo 安全运作
{5144}anquanzeren 安全责任
{14803}anrenjisuan 按人计算
{14802}anrenkoupingjunjisuan 按人口平均计算
{3699}anri 按日
{822}anritanhuan 按日摊还
{3008}anshangshu 按上述
{3886}anshihuandai 按时还贷
{14801}anshijiniandujisuan 按实际年度计算
{14799}anshiyongnianxian 按使用年限
{14800}anshizhijisuan 按实值计算
{14798}anshizhijisuan 按市值计算
{14846}antaijituan 安泰集团
{14845}antaikeji 安泰科技
{14844}antianxintuo 安田信托
{12500}anweixin 安慰信
{14843}anxinxintuo 安信信托
{14842}anyanggangtie 安阳钢铁
{14841}anyong 安永
{14840}anyongkuaijishishiwusuo 安永会计师事务所
{14839}anyuangufen 安源股份
{3700}anyue 按月
{12657}anyuedingshijian 按约定时间
{6516}anzhaohetong 按照合同
{3076}anzhaoyouguanfalv 按照有关法律
{12497}anzhongtoubiaochujia 暗中投标出价
{12496}angguidejiage 昂贵的价格
{1214}angsi 盎司
{5492}aodilizhongyanghezuoyinhang 奥地利中央合作银行
{14796}aokema 澳柯玛
{342}aorenlicai 傲人理财
{5496}aoxinyinhang 澳新银行
{3698}aoyuan 澳元
{14797}aoyungainian 奥运概念
{1076}aoyunka 奥运卡
{12495}aozhouyegou 澳洲野狗
{405}babilicaiwang 巴比理财网
{3697}bagong 罢工
{5593}bakelaiyinhang 巴克莱银行
{4252}bakong 把控
{5537}balibayinhang 巴黎巴银行
{12494}baligupiaojiaoyisuo 巴黎股票交易所
{5592}baliguominyinhang 巴黎国民银行
{12493}balunxinxinzhishu 巴伦信心指数
{2849}banianqi 八年期
{14794}bashigufen 巴士股份
{5719}bawangtiaokuan 霸王条款
{5861}bawojiyu 把握机遇
{4133}bawoshijian 把握时间
{5591}baxiyinhang 巴西银行
{4397}bayewu 把业务
{14795}bayigangtie 八一钢铁
{1075}baicaika 白菜卡
{14789}baida 百大
{14788}baidatoupiao 百大投票
{3919}baifanggongsi 拜访公司
{12996}baifendian 百分点
{12490}baifenzhiyijingjiren 百分之一经纪人
{14793}baigegufen 白鸽股份
{3696}baijin 白金
{1074}baijinban 白金版
{7140}baijinka 白金卡
{14787}bailidianqi 百利电气
{14786}bailiangufen 百联股份
{344}bailinglicai 百灵理财
{14792}baimaogufen 白猫股份
{1204}baimudaquanzheng 百慕大权证
{12727}baipiao 拜票
{5694}bairenyixia 百人以下
{12489}baisitepingji 百斯特评级
{12492}baiye 白页
{12491}baiyinxingqisan 白银星期三
{14791}baiyunjichang 白云机场
{14790}baiyunshan 白云山
{14785}bancang 半仓
{14784}bancangcaozuo 半仓操作
{12488}banduichongqiquan 半对冲期权
{1073}banka 办卡
{3552}bankuai 板块
{3553}bankuaifangmian 板块方面
{2205}bankuaizoushi 板块走势
{14783}bannianbao 半年报
{2847}bannianqi 半年期
{6382}banshuidating 办税大厅
{6381}banshuiting 办税厅
{6380}banshuiyuan 办税员
{12486}bansuizhaiquan 伴随债券
{12487}banzhigupiao 半值股票
{12485}bangbangtangzhanlue 棒棒糖战略
{4697}bangzhutouzizhe 帮助投资者
{12464}baobiao 报表
{6379}baocha 报查
{6378}baochalian 报查联
{14752}baochililvbubian 保持利率不变
{14751}baochilianghao 保持良好
{3691}baochou 报酬
{4105}baodan 保单
{12480}baodanchiyouren 保单持有人
{12479}baodishouyilv 保底收益率
{12458}baodie 暴跌
{2832}baodiehou 暴跌后
{2085}baodieshi 暴跌时
{12457}baodieshibai 暴跌失败
{2643}baodiezhi 暴跌至
{14750}baodingtiane 保定天鹅
{3695}baoe 保额
{14740}baofa 爆发
{3694}baofei 保费
{3690}baofei 报废
{14742}baofu 暴富
{6443}baofudaili 保付代理
{12478}baofudailiren 保付代理人
{1489}baofuxiaoying 暴富效应
{2760}baofuxingfantan 报复性反弹
{1485}baofuxingshangzhang 报复性上涨
{12477}baofuzhipiao 保付支票
{14782}baogang 包钢
{14781}baoganggufen 包钢股份
{14777}baoganggufen 宝钢股份
{1183}baogangrengou 宝钢认购
{14780}baogangzhuangu 包钢转股
{14779}baogangzhuanzhai 包钢转债
{3689}baogao 报告
{12463}baogaojiexian 报告界限
{14743}baogaoqi 报告期
{5885}baogaoqimo 报告期末
{12462}baogaoqingqiu 报告请求
{545}baogaozaixian 报告在线
{12476}baoguan 保管
{12475}baoguanren 保管人
{14776}baoguang 宝光
{6459}baohan 保函
{5438}baohankaili 保函开立
{6460}baohanyewu 保函业务
{12482}baohe 饱和
{12481}baohedian 饱和点
{12474}baohujia 保护价
{3688}baojia 报价
{12461}baojiadianbao 报价电报
{12460}baojiaqingdan 报价清单
{14749}baojianhui 保监会
{12706}baojianzhi 保荐制
{7012}baokanglinghuopeizhi 宝康灵活配置
{14775}baokanglinghuopeizhizhengquantouzijijin 宝康灵活配置证券投资基金
{14774}baokangpeizhi 宝康配置
{14773}baokangxiaofei 宝康消费
{6963}baokangxiaofeipin 宝康消费品
{14772}baokangxiaofeipinzhengquantouzijijin 宝康消费品证券投资基金
{14771}baokangzhaiquan 宝康债券
{14770}baokangzhaiquantouzijijin 宝康债券投资基金
{5794}baokuodanbuxianyu 包括但不限于
{4789}baokuosuoshu 包括所属
{6550}baoli 保理
{14741}baoli 暴利
{6528}baolichanpin 保理产品
{14748}baolidichan 保利地产
{5378}baolifeilv 保理费率
{5347}baolifuwu 保理服务
{14769}baolilai 宝利来
{6543}baolishang 保理商
{6542}baolixieyi 保理协议
{6549}baoliyewu 保理业务
{5282}baoliyewuliang 保理业务量
{12473}baoliulirunzaitouzi 保留利润再投资
{12472}baoliutuixiujinquanli 保留退休金权利
{12471}baoliuyingyu 保留盈余
{5085}baoliuzhuisuoquan 保留追索权
{14768}baolong 宝龙
{12456}baoluqiquan 暴露期权
{12455}baolutoucun 暴露头寸
{12484}baoluoxian 包络线
{325}baoruitongdiandanghang 宝瑞通典当行
{14767}baoshangjituan 宝商集团
{3687}baosheng 暴升
{14766}baoshenggufen 宝胜股份
{5517}baoshengyinhang 宝生银行
{14765}baoshi 宝石
{77}baoshidongli 宝石动力
{12470}baoshouxingtouzizuhe 保守型投资组合
{3693}baoshui 保税
{3692}baoshui 报税
{14747}baoshuikeji 保税科技
{14764}baoshuogufen 宝硕股份
{5743}baosongxiangguancailiao 报送相关材料
{5756}baosongyixiacailiao 报送以下材料
{14763}baotaigufen 宝钛股份
{14778}baotoulvye 包头铝业
{395}baowang 保网
{12469}baoxian 保险
{12468}baoxiandandaikuan 保险单贷款
{5415}baoxianfuwu 保险服务
{2417}baoxiangongsi 保险公司
{2418}baoxianhangye 保险行业
{2420}baoxianjingji 保险经纪
{6673}baoxianshichang 保险市场
{12954}baoxiansuopei 保险索赔
{2419}baoxianye 保险业
{6670}baoxianyewu 保险业务
{1438}baoxianzhishi 保险知识
{14746}baoxianzijin 保险资金
{12681}baoxiao 包销
{12483}baoxiaozeren 包销责任
{14762}baoxinnengyuan 宝新能源
{14761}baoxinruanjian 宝信软件
{14760}baoyingcechang 宝盈策长
{14759}baoyingcelue 宝盈策略
{14758}baoyingceluezengzhanggupiaozhengquantouzijijin 宝盈策略增长股票证券投资基金
{7117}baoyingfanyanhai 宝盈泛沿海
{14757}baoyingfanyanhaiquyuzengzhanggupiaozhengquantouzijijin 宝盈泛沿海区域增长股票证券投资基金
{14756}baoyinghongli 宝盈鸿利
{7048}baoyinghonglishouyi 宝盈鸿利收益
{14755}baoyinghonglishouyizhengquantouzijijin 宝盈鸿利收益证券投资基金
{6931}baoyingjijin 宝盈基金
{6930}baoyingjijinguanliyouxiangongsi 宝盈基金管理有限公司
{14754}baoyingquyu 宝盈区域
{14753}baoyingyanhai 宝盈沿海
{163}baoyingyoushi 宝盈优势
{164}baoyingziyuan 宝盈资源
{165}baoyingziyuanyouxuan 宝盈资源优选
{3753}baoyu 报于
{194}baozengzhang 保增长
{4199}baozhaxingzengzhang 爆炸性增长
{12454}baozhang 暴涨
{5009}baozhangxianxiang 暴涨现象
{14745}baozhengjin 保证金
{12467}baozhengjindaikuan 保证金贷款
{2725}baozhengjinedu 保证金额度
{12466}baozhengjingoumai 保证金购买
{12465}baozhengjinjiaoyi 保证金交易
{14744}baozhengjinrongzi 保证金融资
{5452}baozhengjintaizhang 保证金台账
{3945}baozhengjinzhanghu 保证金账户
{5411}baozhi 保值
{1940}baozhidegongneng 保值的功能
{3393}baozhigongneng 保值功能
{12459}baozhigupiaolan 报纸股票栏
{3146}baozhizengzhi 保值增值
{6032}beian 备案
{12444}beibeishuren 被背书人
{692}beibuzichan 北部资产
{12443}beicaozongdeshichang 被操纵的市场
{14739}beichenshiye 北辰实业
{14738}beidahuang 北大荒
{1072}beidao 被盗
{12451}beidi 备抵
{14723}beidigu 被低估
{14722}beidongfangyu 被动防御
{14721}beidongshiguanli 被动式管理
{1207}beiduiquanzheng 备兑权证
{3798}beiersideng 贝尔斯登
{14737}beifangchuangye 北方创业
{14736}beifanggufen 北方股份
{14735}beifangguoji 北方国际
{509}beifangjinrong 北方金融
{786}beifangjingjishibao 北方经济时报
{610}beifangqihuo 北方期货
{14734}beifangtianniao 北方天鸟
{713}beifangwansheng 北方万盛
{2679}beifujin 备付金
{2662}beifujincunkuan 备付金存款
{12453}beihaigang 北海港
{14733}beihaiguofa 北海国发
{12449}beijing 背景
{14732}beijingbashi 北京巴士
{14731}beijingchengjian 北京城建
{14730}beijingchengxiang 北京城乡
{5977}beijingfenhang 北京分行
{236}beijingguotou 北京国投
{309}beijinghuashanghengtong 北京华商亨通
{402}beijingjinbiwang 北京金币网
{14729}beijinglvyou 北京旅游
{218}beijingnongcunshangyeyinhang 北京农村商业银行
{650}beijingshoufang 北京首放
{689}beijingshouzheng 北京首证
{690}beijingxinlande 北京新兰德
{220}beijingyinhang 北京银行
{1071}beiju 被拒
{14728}beikuangcicai 北矿磁材
{5963}beiouyinhang 北欧银行
{4122}beipizhun 被批准
{12442}beipochushou 被迫出售
{14727}beirengufen 北人股份
{12441}beishanchushuzi 被删除数字
{14726}beishengyaoye 北生药业
{1510}beishougoule 被收购了
{1793}beishoushichangguanzhu 备受市场关注
{12448}beishu 背书
{12447}beishufei 背书费
{12446}beishuren 背书人
{12445}beishuzhaiquan 背书债券
{831}beishuzhuanrang 背书转让
{12452}beita 贝塔
{14720}beitao 被套
{2034}beiwanglu 备忘录
{1127}beixianzhiyu 被限制于
{14725}beixinjiancai 北新建材
{14724}beiya 北亚
{638}beiyaqihuo 北亚期货
{12450}beiyongfei 备用费
{5103}beiyongxinyongzheng 备用信用证
{12674}bencifaxing 本次发行
{4131}bendigupiao 本地股票
{14719}bengangban 本钢板
{14718}bengangbancai 本钢板材
{5754}benjigou 本机构
{7066}benjijin 本基金
{12440}benjin 本金
{12439}benjinanquan 本金安全
{3366}benjinbaohu 本金保护
{12526}benjinshouyifenpei 本金收益分配
{14717}benniandu 本年度
{14716}benpiao 本票
{12438}benqichenmozhi 本期沉没值
{12437}benqishouyilv 本期收益率
{3686}benren 本人
{12436}benrenweituoren 本人委托人
{1571}benrenyouxiaozhengjian 本人有效证件
{14715}benshi 本实
{5758}bentongzhi 本通知
{1535}bentongzhidan 本通知单
{4837}bentu 本土
{4835}bentushichang 本土市场
{4501}bentutouhang 本土投行
{4482}bentuyoushi 本土优势
{4717}bentuzuijia 本土最佳
{3685}benxi 本息
{1779}benyijianzhong 本意见中
{2191}benzhoutuijian 本周推荐
{12435}bengkui 崩溃
{12434}bengpan 崩盘
{2833}bidelinqi 彼得林奇
{4203}biduan 弊端
{1995}bifenggang 避风港
{3684}bijia 比价
{12433}bijiao 比较
{14714}bijiaobeiguan 比较悲观
{12432}bijiaocaiwubaobiao 比较财务报表
{2763}bijiaoheshi 比较合适
{12431}bijiaohuibaolv 比较回报率
{12863}bijiaopingwen 比较平稳
{4299}bijiaorongyichuli 比较容易处理
{2442}bijiaowenjian 比较稳健
{14713}bijiaoyouxian 比较有限
{12430}bilibilv 比例比率
{12429}bilichidu 比例尺度
{12428}bilifenpeifa 比例分配法
{14712}bilipeishou 比例配售
{5504}bilishifutongyinhang 比利时富通银行
{5538}bilishilianheyinhang 比利时联合银行
{4333}biliyuegao 比例越高
{12591}bimianchuxian 避免出现
{4204}bimianzhelei 避免这类
{5828}binianchuzengjia 比年初增加
{14709}biranlianxi 必然联系
{5928}bishangnian 比上年
{5927}bishangniantongqi 比上年同期
{5926}bishangniantongqizengzhanglv 比上年同期增长率
{12424}bishui 避税
{12423}bishuixiaoshou 避税销售
{14708}bisu 毕苏
{12427}bisuo 比索
{12426}bitasi 比塔斯
{3683}biwu 笔误
{14707}bixianxiaoguo 避险效果
{5166}bixugoumai 必须购买
{4684}bixujiakuai 必须加快
{4960}bixuyaofuchu 必须要付出
{5159}bixuyaoyou 必须要有
{12425}biyaohuibaolv 必要回报率
{3142}biyijidu 比一季度
{3141}biyinianqian 比一年前
{14711}bizhi 币值
{14710}bizhong 币种
{4076}bizhong 比重
{4538}bizhongdadao 比重达到
{4988}bizuotian 比昨天
{5269}bianbushijiegedi 遍布世界各地
{3682}biandong 变动
{7110}biandongfanwei 变动范围
{14705}biandongjilu 变动记录
{14704}biandongyuanyin 变动原因
{4860}biangengzhuce 变更注册
{12421}bianhao 编号
{3681}bianhua 变化
{12422}bianjifenxi 边际分析
{12419}bianjiepingzhengjiaogefuwu 便捷凭证交割服务
{3680}bianliang 变量
{3679}bianmai 变卖
{3678}bianshu 变数
{14703}bianxian 变现
{4314}bianyuchongzu 便于重组
{14706}bianzhi 贬值
{12420}bianzhihuobi 贬值货币
{3673}biaoge 表格
{3677}biaojin 标金
{3672}biaomian 表面
{3073}biaomingbuneng 表明不能
{12409}biaomingqunian 表明去年
{14702}biaopuzhishu 标普指数
{3676}biaoqian 标签
{3674}biaosheng 飙升
{14700}biaosheng 飚升
{3546}biaoshengtaishi 飙升态势
{14699}biaoshibuman 表示不满
{12408}biaoshigupiao 表示股票
{5605}biaoshixingqu 表示兴趣
{3671}biaoshou 表首
{3675}biaoshu 标书
{3670}biaotou 表头
{3669}biaoxian 表现
{6651}biaoxianchu 表现出
{5640}biaoxiandanran 表现淡然
{4128}biaoxiande 表现得
{3577}biaoxianhuoyue 表现活跃
{3579}biaoxianjihui 表现机会
{4961}biaoxianpingping 表现平平
{2717}biaoxianqiangshi 表现强势
{1769}biaoxianwending 表现稳定
{3582}biaoxianyiban 表现一般
{3163}biaozhixingshijian 标志性事件
{12417}biaozhu 标注
{12416}biaozhun 标准
{12415}biaozhunbeitazhi 标准贝塔值
{12414}biaozhuncha 标准差
{12413}biaozhunchengben 标准成本
{14701}biaozhungufen 标准股份
{12412}biaozhungupiao 标准股票
{3775}biaozhunpuer 标准普尔
{12411}biaozhunpuergongsi 标准普尔公司
{12410}biaozhunpuerzhishu 标准普尔指数
{5967}biaozhunyinhang 标准银行
{5969}biaozhunyinhangjituan 标准银行集团
{14698}binhainengyuan 滨海能源
{14697}binzhouhuosai 滨州活塞
{3369}bingbuhuihenda 并不会很大
{14695}bingbuleguan 并不乐观
{5158}bingbuliaojie 并不了解
{1616}bingcanyue 并参阅
{3514}bingchangchangzai 并常常在
{6510}bingfuze 并负责
{2813}binggoucelue 并购策略
{1629}binggoulingyu 并购领域
{2788}binggouticai 并购题材
{2814}binggouzhanlue 并购战略
{12407}binggu 并股
{5107}bingjiangjieguo 并将结果
{5178}bingqieshi 并且使
{4216}bingrenming 并任命
{12406}bingtaishichang 病态市场
{6501}bingtianxie 并填写
{6473}bingtongzhi 并通知
{2527}bingweiwanquandachenggongshi 并未完全达成共识
{3289}bingwufengxiantishi 并无风险提示
{14696}bingxiong 冰熊
{3844}bingzhuming 并注明
{599}bobofagupiaozixunwang 博博发股票咨询网
{14694}bodaogufen 波导股份
{12404}bodong 波动
{4954}bodongguilv 波动规律
{1124}bodonglv 波动率
{14693}bodongqujian 波动区间
{12403}bodongxing 波动性
{1130}bodongyuqi 波动预期
{7253}boduancaozuo 波段操作
{3832}boduantiaozheng 波段调整
{3494}boduanxing 波段性
{12393}boernilianmeng 伯尔尼联盟
{1141}bofeng 波峰
{12402}bofengdijian 波峰递减
{3668}bofu 拨付
{12401}bofu 波幅
{12400}bogu 波谷
{688}bohaitouzi 渤海投资
{14665}bohaiwuliu 渤海物流
{5910}bohaiyinhang 渤海银行
{718}bohaizhengquan 渤海证券
{3667}bohui 拨回
{14691}bohuizhiye 博汇纸业
{14690}bojiazhier 博价值贰
{3721}boke 博客
{12405}bokuan 拨款
{540}bolancaijing 博览财经
{14692}bolang 波浪
{12766}bolichulai 剥离出来
{12392}boruichuanbo 博瑞传播
{12391}boshalilun 博傻理论
{3718}boshi 博时
{14689}boshichanye 博时产业
{6978}boshidisanchanye 博时第三产业
{14688}boshidisanchanyechengzhanggupiaozhengquantouzijijin 博时第三产业成长股票证券投资基金
{12399}boshidungupiaojiaoyisuo 波士顿股票交易所
{12398}boshidunshijixiqi 波士顿式计息期
{6929}boshijijin 博时基金
{6928}boshijijinguanliyouxiangongsi 博时基金管理有限公司
{14687}boshijiazhi 博时价值
{6943}boshijiazhierhao 博时价值贰号
{6935}boshijiazhizengzhang 博时价值增长
{14686}boshijiazhizengzhangerhaozhengquantouzijijin 博时价值增长贰号证券投资基金
{14685}boshijiazhizengzhangzhengquantouzijijin 博时价值增长证券投资基金
{14684}boshijingxuan 博时精选
{14683}boshijingxuangupiaozhengquantouzijijin 博时精选股票证券投资基金
{14682}boshipingheng 博时平衡
{6942}boshipinghengpeizhi 博时平衡配置
{14681}boshipinghengpeizhihunhexingzhengquantouzijijin 博时平衡配置混合型证券投资基金
{162}boshitexujiazhi 博时特许价值
{14680}boshiwending 博时稳定
{6927}boshiwendingjiazhi 博时稳定价值
{14679}boshiwendingjiazhizhaiquantouzijijin 博时稳定价值债券投资基金
{14678}boshixianjin 博时现金
{14677}boshixianjinshouyizhengquantouzijijin 博时现金收益证券投资基金
{161}boshixinxingchengzhang 博时新兴成长
{14676}boshiyufu 博时裕富
{14675}boshiyufuzhengquantouzijijin 博时裕富证券投资基金
{14674}boshizengzhang 博时增长
{14673}boshizhaiquan 博时债券
{14672}boshizhuti 博时主题
{6985}boshizhutihangye 博时主题行业
{14671}boshizhutihangyegupiaozhengquantouzijijin 博时主题行业股票证券投资基金
{473}botianjinrongwang 博田金融网
{14670}bowenkeji 博闻科技
{12395}boxi 剥息
{12394}boxidiyazhengquan 剥息抵押证券
{687}boxingtouzi 博星投资
{14669}boxun 博讯
{14668}boxuntoupiao 博讯投票
{14667}boyi 博弈
{494}boyitouziyanjiuzhongxin 搏弈投资研究中心
{12397}boyingongsi 波音公司
{14666}boyingtouzi 博盈投资
{3666}boyong 拨用
{12396}bozijihua 波兹计划
{5049}buban 补办
{4112}bucang 补仓
{3659}buce 簿册
{13001}buchang 补偿
{12390}buchangxingcunkuanyue 补偿性存款余额
{12388}buchenggongjiaoyi 不成功交易
{12387}buchengwenfa 不成文法
{7104}buchongxieyi 补充协议
{2618}buchongzibenjin 补充资本金
{2712}bucuobiaoxian 不错表现
{1936}bucuodexuanze 不错的选择
{12386}budangjiaoge 不当交割
{4208}budaode 不道德
{4386}budechaoguo 不得超过
{4393}budediyu 不得低于
{14662}budiyu 不低于
{14661}budiefanzhang 不跌反涨
{12385}budingqi 不定期
{2512}budingqitiaozheng 不定期调整
{14660}budongchan 不动产
{12384}budongchandiyatouzi 不动产抵押投资
{14659}budongchantouzi 不动产投资
{12383}budongchantouzixintuo 不动产投资信托
{2307}buduanshangxing 不断上行
{2635}buduanshuaxin 不断刷新
{4821}buduantigao 不断提高
{2528}buduanzengcang 不断增仓
{4168}buduanzengjia 不断增加
{5140}buduanzengzhang 不断增长
{2596}buduanzouqiang 不断走强
{5852}bufafenzi 不法分子
{1070}bufakapian 补发卡片
{3531}bufengegu 部分个股
{4267}bufengufen 部分股份
{2716}bufenguquan 部分股权
{14643}bufenhangye 部分行业
{12364}bufenxiaoshou 部分销售
{12363}bufenyijiaokuangufen 部分已缴款股份
{14642}bufenzijin 部分资金
{12382}bufufalvyijian 不附法律意见
{12381}bufuxipiao 不附息票
{3662}bugao 布告
{5363}bugeidaikuan 不给贷款
{4447}bugongpingjingzheng 不公平竞争
